# g_OO(r)s (tab separated columns) obtained from high energy x-ray scattering (See LB Skinner CJ Benmore JCP 2014).																											
"# a = levitated droplets (lowest quality), b = flowing water stream (best quality), c = water in thin walled SiO2 glass capillary (medium quality)"																											
"# data generated by Fourier transform with a consistent maximum Q = 18.1 and an r-dependent smoothing function to minize unphysical high frequency noise (see LB Skinner et al JCP,138,074506, 2013)"																											
"# error bars (err) are generated as described in  LB Skinner et al JCP,138,074506 (2013). Signal at r<2.3 Angstrom is deemed unphysical and has beeen smoothly attenuated to zero"																											
T(K) =	254.1	err	263.1	err	268.1	err	277.1	err	284.5	err	295.1	err	307	err	312	err	323.7	err	334.1	err	342.7	err	354.8	err	365.9	err	dr (averaging width)
r	a	a	a	a	b	b	b	b	b	b	b	b	c	c	b	b	b	b	b	b	b	b	c	c	c	c	
14.46	1.000441	0.000463	0.999662	0.000910	1.000187	0.000503	0.999892	0.000317	0.999770	0.000315	0.999714	0.000219	0.999805	0.000826	0.999912	0.000430	0.999734	0.000426	0.999770	0.000486	0.999706	0.000234	0.999540	0.000832	1.000065	0.001073	0.694893
14.47	1.000424	0.000454	0.999678	0.000912	1.000185	0.000505	0.999892	0.000316	0.999783	0.000315	0.999712	0.000218	0.999826	0.000826	0.999900	0.000431	0.999722	0.000421	0.999775	0.000485	0.999707	0.000232	0.999514	0.000838	1.000062	0.001076	0.695486
14.48	1.000407	0.000444	0.999704	0.000919	1.000182	0.000508	0.999892	0.000316	0.999795	0.000315	0.999711	0.000216	0.999844	0.000827	0.999885	0.000432	0.999710	0.000415	0.999780	0.000484	0.999707	0.000230	0.999487	0.000847	1.000059	0.001075	0.696077
14.49	1.000391	0.000436	0.999739	0.000928	1.000176	0.000513	0.999891	0.000316	0.999807	0.000314	0.999712	0.000215	0.999860	0.000829	0.999867	0.000433	0.999699	0.000409	0.999783	0.000483	0.999706	0.000228	0.999459	0.000859	1.000053	0.001071	0.696666
14.50	1.000376	0.000429	0.999782	0.000939	1.000169	0.000518	0.999889	0.000316	0.999819	0.000314	0.999713	0.000213	0.999874	0.000832	0.999846	0.000433	0.999689	0.000403	0.999784	0.000483	0.999705	0.000226	0.999430	0.000871	1.000046	0.001065	0.697253
14.51	1.000364	0.000424	0.999832	0.000950	1.000160	0.000522	0.999886	0.000316	0.999829	0.000313	0.999715	0.000211	0.999886	0.000834	0.999823	0.000433	0.999678	0.000397	0.999785	0.000482	0.999703	0.000224	0.999401	0.000883	1.000037	0.001057	0.697839
14.52	1.000354	0.000421	0.999887	0.000960	1.000149	0.000526	0.999882	0.000317	0.999839	0.000312	0.999718	0.000209	0.999895	0.000836	0.999797	0.000432	0.999669	0.000392	0.999786	0.000482	0.999700	0.000222	0.999371	0.000893	1.000026	0.001049	0.698423
14.53	1.000346	0.000421	0.999947	0.000967	1.000135	0.000529	0.999877	0.000317	0.999848	0.000311	0.999722	0.000208	0.999903	0.000837	0.999770	0.000431	0.999660	0.000388	0.999785	0.000482	0.999697	0.000221	0.999342	0.000900	1.000013	0.001042	0.699005
14.54	1.000343	0.000423	1.000009	0.000972	1.000120	0.000530	0.999871	0.000318	0.999856	0.000310	0.999726	0.000206	0.999910	0.000837	0.999743	0.000429	0.999652	0.000385	0.999785	0.000481	0.999692	0.000220	0.999314	0.000904	0.999997	0.001035	0.699585
14.55	1.000342	0.000426	1.000073	0.000974	1.000103	0.000529	0.999864	0.000318	0.999862	0.000308	0.999730	0.000205	0.999915	0.000835	0.999715	0.000427	0.999645	0.000384	0.999784	0.000481	0.999688	0.000220	0.999288	0.000903	0.999980	0.001031	0.700163
14.56	1.000346	0.000431	1.000137	0.000973	1.000085	0.000527	0.999856	0.000318	0.999868	0.000307	0.999735	0.000204	0.999919	0.000831	0.999687	0.000425	0.999639	0.000384	0.999783	0.000481	0.999682	0.000220	0.999264	0.000898	0.999960	0.001028	0.700740
14.57	1.000354	0.000436	1.000200	0.000969	1.000065	0.000523	0.999847	0.000318	0.999872	0.000305	0.999739	0.000203	0.999921	0.000826	0.999660	0.000423	0.999634	0.000385	0.999782	0.000480	0.999677	0.000220	0.999242	0.000890	0.999939	0.001028	0.701315
14.58	1.000366	0.000442	1.000260	0.000964	1.000044	0.000518	0.999837	0.000317	0.999875	0.000303	0.999744	0.000202	0.999923	0.000820	0.999635	0.000421	0.999630	0.000387	0.999782	0.000480	0.999671	0.000221	0.999224	0.000879	0.999916	0.001029	0.701888
14.59	1.000383	0.000446	1.000317	0.000958	1.000022	0.000511	0.999828	0.000316	0.999877	0.000302	0.999748	0.000201	0.999924	0.000813	0.999613	0.000419	0.999627	0.000390	0.999782	0.000479	0.999664	0.000222	0.999209	0.000867	0.999893	0.001032	0.702459
14.60	1.000404	0.000450	1.000369	0.000951	1.000000	0.000505	0.999818	0.000314	0.999878	0.000300	0.999752	0.000201	0.999925	0.000806	0.999592	0.000418	0.999626	0.000393	0.999783	0.000478	0.999658	0.000222	0.999198	0.000854	0.999869	0.001035	0.703029
14.61	1.000429	0.000452	1.000416	0.000946	0.999978	0.000498	0.999808	0.000311	0.999878	0.000299	0.999755	0.000201	0.999925	0.000800	0.999575	0.000417	0.999625	0.000396	0.999784	0.000477	0.999653	0.000222	0.999192	0.000842	0.999845	0.001039	0.703597
14.62	1.000458	0.000453	1.000456	0.000941	0.999957	0.000491	0.999798	0.000308	0.999877	0.000297	0.999758	0.000200	0.999925	0.000795	0.999561	0.000417	0.999625	0.000399	0.999786	0.000475	0.999648	0.000223	0.999191	0.000833	0.999821	0.001041	0.704163
14.63	1.000491	0.000452	1.000488	0.000938	0.999936	0.000486	0.999789	0.000305	0.999875	0.000296	0.999760	0.000200	0.999926	0.000793	0.999551	0.000417	0.999626	0.000401	0.999788	0.000474	0.999643	0.000222	0.999195	0.000826	0.999799	0.001043	0.704727
14.64	1.000526	0.000449	1.000514	0.000936	0.999917	0.000481	0.999780	0.000302	0.999871	0.000296	0.999762	0.000200	0.999926	0.000793	0.999545	0.000417	0.999628	0.000402	0.999791	0.000472	0.999639	0.000222	0.999205	0.000824	0.999779	0.001044	0.705290
14.65	1.000563	0.000446	1.000531	0.000935	0.999899	0.000479	0.999773	0.000299	0.999867	0.000296	0.999763	0.000199	0.999926	0.000796	0.999543	0.000418	0.999631	0.000402	0.999794	0.000470	0.999636	0.000221	0.999219	0.000825	0.999761	0.001043	0.705851
14.66	1.000603	0.000441	1.000539	0.000936	0.999883	0.000478	0.999767	0.000296	0.999863	0.000296	0.999763	0.000199	0.999926	0.000802	0.999545	0.000418	0.999634	0.000401	0.999798	0.000468	0.999634	0.000219	0.999238	0.000829	0.999747	0.001041	0.706410
14.67	1.000643	0.000435	1.000540	0.000937	0.999870	0.000478	0.999762	0.000294	0.999858	0.000296	0.999762	0.000198	0.999926	0.000809	0.999551	0.000418	0.999638	0.000399	0.999802	0.000466	0.999633	0.000217	0.999263	0.000836	0.999736	0.001038	0.706968
14.68	1.000684	0.000430	1.000532	0.000937	0.999859	0.000480	0.999759	0.000292	0.999852	0.000296	0.999761	0.000197	0.999926	0.000818	0.999561	0.000419	0.999642	0.000397	0.999806	0.000464	0.999634	0.000215	0.999291	0.000844	0.999729	0.001036	0.707524
14.69	1.000725	0.000424	1.000516	0.000937	0.999851	0.000483	0.999758	0.000291	0.999845	0.000297	0.999760	0.000196	0.999926	0.000827	0.999574	0.000419	0.999646	0.000394	0.999810	0.000462	0.999635	0.000214	0.999324	0.000852	0.999727	0.001034	0.708078
14.70	1.000764	0.000420	1.000493	0.000936	0.999846	0.000485	0.999759	0.000291	0.999839	0.000297	0.999757	0.000195	0.999927	0.000835	0.999590	0.000418	0.999650	0.000390	0.999815	0.000461	0.999638	0.000212	0.999360	0.000859	0.999730	0.001033	0.708631
14.71	1.000801	0.000416	1.000463	0.000934	0.999844	0.000488	0.999761	0.000292	0.999832	0.000298	0.999755	0.000194	0.999927	0.000842	0.999609	0.000418	0.999655	0.000387	0.999819	0.000460	0.999641	0.000210	0.999398	0.000864	0.999738	0.001034	0.709182
14.72	1.000835	0.000414	1.000427	0.000931	0.999845	0.000490	0.999766	0.000293	0.999825	0.000298	0.999752	0.000193	0.999927	0.000846	0.999631	0.000417	0.999659	0.000384	0.999823	0.000460	0.999646	0.000210	0.999439	0.000866	0.999750	0.001036	0.709731
14.73	1.000866	0.000413	1.000386	0.000927	0.999850	0.000491	0.999772	0.000295	0.999818	0.000298	0.999748	0.000192	0.999927	0.000848	0.999654	0.000416	0.999664	0.000381	0.999827	0.000461	0.999652	0.000209	0.999480	0.000865	0.999768	0.001040	0.710279
14.74	1.000893	0.000413	1.000341	0.000923	0.999856	0.000491	0.999781	0.000297	0.999811	0.000298	0.999745	0.000191	0.999927	0.000846	0.999678	0.000416	0.999668	0.000379	0.999831	0.000463	0.999659	0.000209	0.999521	0.000862	0.999791	0.001045	0.710825
14.75	1.000915	0.000414	1.000292	0.000920	0.999866	0.000490	0.999791	0.000299	0.999804	0.000298	0.999742	0.000191	0.999926	0.000842	0.999704	0.000415	0.999673	0.000378	0.999833	0.000465	0.999666	0.000210	0.999562	0.000856	0.999817	0.001052	0.711370
14.76	1.000932	0.000415	1.000241	0.000917	0.999878	0.000488	0.999803	0.000300	0.999798	0.000297	0.999739	0.000190	0.999925	0.000836	0.999729	0.000414	0.999677	0.000378	0.999836	0.000469	0.999674	0.000211	0.999600	0.000848	0.999848	0.001059	0.711913
14.77	1.000944	0.000416	1.000189	0.000916	0.999893	0.000485	0.999817	0.000302	0.999792	0.000296	0.999736	0.000189	0.999924	0.000827	0.999753	0.000414	0.999681	0.000378	0.999837	0.000473	0.999683	0.000212	0.999636	0.000839	0.999881	0.001066	0.712455
14.78	1.000949	0.000418	1.000137	0.000917	0.999909	0.000482	0.999833	0.000303	0.999786	0.000295	0.999734	0.000188	0.999922	0.000818	0.999777	0.000414	0.999685	0.000379	0.999837	0.000477	0.999691	0.000213	0.999669	0.000831	0.999916	0.001072	0.712994
14.79	1.000949	0.000419	1.000087	0.000919	0.999927	0.000480	0.999849	0.000304	0.999781	0.000294	0.999733	0.000188	0.999920	0.000809	0.999799	0.000415	0.999690	0.000380	0.999836	0.000481	0.999700	0.000214	0.999697	0.000824	0.999953	0.001077	0.713533
14.80	1.000943	0.000420	1.000040	0.000923	0.999945	0.000477	0.999867	0.000304	0.999777	0.000293	0.999732	0.000187	0.999917	0.000801	0.999819	0.000416	0.999694	0.000382	0.999834	0.000485	0.999709	0.000214	0.999721	0.000820	0.999989	0.001080	0.714069
14.81	1.000930	0.000421	0.999995	0.000929	0.999965	0.000475	0.999886	0.000304	0.999773	0.000293	0.999731	0.000187	0.999913	0.000795	0.999836	0.000417	0.999699	0.000383	0.999831	0.000489	0.999718	0.000215	0.999740	0.000818	1.000025	0.001081	0.714605
14.82	1.000912	0.000421	0.999956	0.000935	0.999984	0.000475	0.999905	0.000303	0.999770	0.000292	0.999732	0.000186	0.999909	0.000792	0.999850	0.000418	0.999704	0.000384	0.999827	0.000491	0.999726	0.000214	0.999753	0.000820	1.000059	0.001080	0.715138
14.83	1.000889	0.000421	0.999922	0.000940	1.000004	0.000475	0.999925	0.000303	0.999768	0.000292	0.999734	0.000186	0.999904	0.000792	0.999862	0.000419	0.999709	0.000385	0.999821	0.000493	0.999735	0.000213	0.999760	0.000825	1.000090	0.001077	0.715670
14.84	1.000861	0.000420	0.999894	0.000945	1.000023	0.000477	0.999945	0.000302	0.999767	0.000293	0.999737	0.000186	0.999899	0.000795	0.999870	0.000419	0.999714	0.000386	0.999814	0.000494	0.999742	0.000211	0.999761	0.000832	1.000117	0.001072	0.716201
14.85	1.000828	0.000420	0.999874	0.000948	1.000040	0.000479	0.999966	0.000301	0.999767	0.000294	0.999740	0.000186	0.999893	0.000801	0.999874	0.000420	0.999720	0.000385	0.999806	0.000493	0.999750	0.000209	0.999757	0.000841	1.000138	0.001067	0.716730
14.86	1.000791	0.000419	0.999860	0.000948	1.000057	0.000481	0.999986	0.000301	0.999767	0.000295	0.999745	0.000186	0.999886	0.000808	0.999875	0.000420	0.999727	0.000385	0.999797	0.000490	0.999756	0.000206	0.999747	0.000850	1.000154	0.001061	0.717258
14.87	1.000751	0.000419	0.999854	0.000946	1.000071	0.000483	1.000005	0.000300	0.999769	0.000297	0.999751	0.000187	0.999878	0.000816	0.999872	0.000419	0.999734	0.000384	0.999786	0.000486	0.999762	0.000203	0.999733	0.000858	1.000164	0.001056	0.717784
14.88	1.000708	0.000419	0.999857	0.000942	1.000084	0.000485	1.000024	0.000299	0.999772	0.000299	0.999757	0.000187	0.999871	0.000824	0.999867	0.000418	0.999741	0.000382	0.999774	0.000481	0.999768	0.000200	0.999714	0.000864	1.000166	0.001051	0.718308
14.89	1.000664	0.000419	0.999866	0.000935	1.000095	0.000486	1.000042	0.000299	0.999776	0.000301	0.999765	0.000188	0.999862	0.000830	0.999858	0.000417	0.999749	0.000381	0.999762	0.000476	0.999773	0.000198	0.999691	0.000867	1.000160	0.001048	0.718832
14.90	1.000619	0.000419	0.999884	0.000928	1.000103	0.000485	1.000060	0.000298	0.999780	0.000302	0.999773	0.000188	0.999853	0.000835	0.999846	0.000415	0.999758	0.000379	0.999748	0.000469	0.999778	0.000196	0.999666	0.000867	1.000147	0.001047	0.719353
14.91	1.000573	0.000419	0.999908	0.000920	1.000109	0.000484	1.000075	0.000297	0.999786	0.000303	0.999782	0.000188	0.999844	0.000837	0.999832	0.000414	0.999767	0.000378	0.999734	0.000463	0.999782	0.000196	0.999638	0.000864	1.000126	0.001048	0.719874
14.92	1.000528	0.000419	0.999938	0.000913	1.000112	0.000481	1.000090	0.000297	0.999792	0.000304	0.999792	0.000189	0.999835	0.000836	0.999816	0.000412	0.999776	0.000377	0.999720	0.000457	0.999786	0.000195	0.999610	0.000857	1.000096	0.001051	0.720392
14.93	1.000484	0.000419	0.999975	0.000908	1.000113	0.000476	1.000103	0.000295	0.999799	0.000304	0.999802	0.000189	0.999825	0.000833	0.999799	0.000411	0.999786	0.000377	0.999706	0.000453	0.999789	0.000196	0.999582	0.000848	1.000060	0.001056	0.720910
14.94	1.000442	0.000419	1.000015	0.000906	1.000111	0.000471	1.000114	0.000294	0.999807	0.000303	0.999812	0.000188	0.999815	0.000828	0.999781	0.000410	0.999795	0.000377	0.999692	0.000450	0.999793	0.000198	0.999555	0.000838	1.000016	0.001062	0.721425
14.95	1.000403	0.000418	1.000060	0.000906	1.000107	0.000466	1.000123	0.000293	0.999816	0.000302	0.999823	0.000188	0.999806	0.000822	0.999762	0.000409	0.999805	0.000377	0.999679	0.000448	0.999796	0.000200	0.999531	0.000828	0.999966	0.001068	0.721940
14.96	1.000367	0.000417	1.000106	0.000910	1.000101	0.000462	1.000130	0.000291	0.999825	0.000300	0.999833	0.000187	0.999796	0.000816	0.999744	0.000409	0.999814	0.000378	0.999667	0.000449	0.999799	0.000202	0.999509	0.000819	0.999910	0.001075	0.722453
14.97	1.000334	0.000416	1.000154	0.000917	1.000093	0.000458	1.000135	0.000289	0.999835	0.000298	0.999843	0.000186	0.999787	0.000811	0.999726	0.000410	0.999823	0.000380	0.999656	0.000451	0.999801	0.000205	0.999491	0.000812	0.999850	0.001082	0.722965
14.98	1.000305	0.000415	1.000202	0.000927	1.000083	0.000456	1.000139	0.000288	0.999845	0.000295	0.999853	0.000184	0.999779	0.000807	0.999709	0.000411	0.999831	0.000381	0.999646	0.000455	0.999804	0.000207	0.999478	0.000808	0.999787	0.001089	0.723475
14.99	1.000280	0.000413	1.000248	0.000938	1.000072	0.000456	1.000139	0.000287	0.999856	0.000293	0.999862	0.000183	0.999770	0.000806	0.999694	0.000412	0.999838	0.000383	0.999639	0.000461	0.999807	0.000209	0.999471	0.000808	0.999722	0.001094	0.723984
15.00	1.000259	0.000412	1.000291	0.000949	1.000059	0.000457	1.000138	0.000286	0.999866	0.000290	0.999871	0.000181	0.999763	0.000809	0.999682	0.000414	0.999844	0.000384	0.999633	0.000467	0.999810	0.000210	0.999468	0.000813	0.999656	0.001098	0.724491
15.01	1.000243	0.000411	1.000330	0.000959	1.000045	0.000461	1.000135	0.000286	0.999877	0.000289	0.999878	0.000180	0.999757	0.000814	0.999672	0.000415	0.999850	0.000385	0.999630	0.000473	0.999813	0.000211	0.999472	0.000820	0.999590	0.001101	0.724997
15.02	1.000231	0.000411	1.000363	0.000966	1.000031	0.000467	1.000129	0.000287	0.999888	0.000287	0.999885	0.000178	0.999751	0.000821	0.999664	0.000416	0.999854	0.000385	0.999630	0.000479	0.999816	0.000211	0.999482	0.000831	0.999527	0.001103	0.725502
15.03	1.000223	0.000411	1.000391	0.000971	1.000016	0.000473	1.000121	0.000288	0.999899	0.000287	0.999890	0.000177	0.999747	0.000830	0.999660	0.000417	0.999856	0.000385	0.999633	0.000484	0.999819	0.000210	0.999498	0.000843	0.999467	0.001104	0.726005
15.04	1.000220	0.000412	1.000410	0.000972	1.000001	0.000479	1.000112	0.000290	0.999909	0.000288	0.999894	0.000176	0.999743	0.000840	0.999659	0.000418	0.999857	0.000384	0.999638	0.000489	0.999821	0.000208	0.999520	0.000855	0.999411	0.001103	0.726507
15.05	1.000220	0.000413	1.000422	0.000969	0.999986	0.000485	1.000100	0.000292	0.999920	0.000289	0.999897	0.000176	0.999741	0.000850	0.999661	0.000418	0.999857	0.000382	0.999647	0.000491	0.999824	0.000206	0.999547	0.000866	0.999361	0.001102	0.727008
15.06	1.000223	0.000414	1.000425	0.000963	0.999971	0.000490	1.000086	0.000294	0.999930	0.000291	0.999899	0.000176	0.999741	0.000858	0.999667	0.000418	0.999856	0.000381	0.999659	0.000493	0.999827	0.000204	0.999579	0.000875	0.999317	0.001100	0.727507
15.07	1.000229	0.000416	1.000419	0.000953	0.999956	0.000492	1.000071	0.000297	0.999940	0.000294	0.999899	0.000177	0.999742	0.000863	0.999675	0.000417	0.999852	0.000379	0.999674	0.000492	0.999830	0.000202	0.999615	0.000880	0.999281	0.001098	0.728005
15.08	1.000238	0.000417	1.000403	0.000941	0.999942	0.000493	1.000055	0.000299	0.999949	0.000297	0.999898	0.000178	0.999744	0.000866	0.999687	0.000416	0.999848	0.000377	0.999693	0.000491	0.999833	0.000200	0.999654	0.000881	0.999254	0.001096	0.728502
15.09	1.000248	0.000418	1.000378	0.000929	0.999929	0.000491	1.000037	0.000301	0.999958	0.000300	0.999896	0.000180	0.999748	0.000864	0.999701	0.000415	0.999842	0.000375	0.999713	0.000489	0.999835	0.000198	0.999695	0.000879	0.999235	0.001094	0.728997
15.10	1.000260	0.000419	1.000345	0.000917	0.999916	0.000487	1.000018	0.000302	0.999967	0.000302	0.999892	0.000181	0.999754	0.000860	0.999718	0.000413	0.999836	0.000374	0.999737	0.000486	0.999838	0.000197	0.999737	0.000873	0.999225	0.001093	0.729491
15.11	1.000274	0.000419	1.000303	0.000907	0.999904	0.000482	0.999998	0.000302	0.999975	0.000304	0.999888	0.000182	0.999760	0.000852	0.999737	0.000412	0.999829	0.000373	0.999762	0.000483	0.999840	0.000197	0.999780	0.000865	0.999225	0.001093	0.729984
15.12	1.000288	0.000419	1.000253	0.000900	0.999893	0.000475	0.999978	0.000302	0.999983	0.000306	0.999882	0.000184	0.999768	0.000841	0.999757	0.000412	0.999821	0.000373	0.999789	0.000480	0.999842	0.000197	0.999821	0.000854	0.999233	0.001093	0.730475
15.13	1.000302	0.000418	1.000197	0.000897	0.999882	0.000467	0.999957	0.000301	0.999990	0.000306	0.999876	0.000185	0.999778	0.000830	0.999779	0.000412	0.999812	0.000374	0.999818	0.000478	0.999843	0.000197	0.999861	0.000843	0.999251	0.001094	0.730965
15.14	1.000315	0.000417	1.000135	0.000899	0.999872	0.000460	0.999936	0.000299	0.999996	0.000306	0.999869	0.000185	0.999788	0.000818	0.999801	0.000412	0.999804	0.000375	0.999847	0.000476	0.999845	0.000198	0.999897	0.000832	0.999277	0.001096	0.731454
15.15	1.000328	0.000415	1.000069	0.000904	0.999863	0.000454	0.999916	0.000297	1.000002	0.000305	0.999862	0.000185	0.999799	0.000808	0.999823	0.000413	0.999796	0.000376	0.999876	0.000476	0.999847	0.000199	0.999930	0.000823	0.999311	0.001099	0.731942
15.16	1.000340	0.000413	0.999999	0.000913	0.999854	0.000451	0.999896	0.000294	1.000007	0.000303	0.999854	0.000185	0.999811	0.000800	0.999845	0.000414	0.999789	0.000378	0.999905	0.000476	0.999848	0.000200	0.999958	0.000817	0.999353	0.001103	0.732428
15.17	1.000350	0.000411	0.999929	0.000924	0.999846	0.000450	0.999876	0.000292	1.000012	0.000301	0.999846	0.000184	0.999823	0.000796	0.999866	0.000415	0.999783	0.000380	0.999932	0.000478	0.999849	0.000201	0.999982	0.000815	0.999400	0.001107	0.732913
15.18	1.000359	0.000410	0.999858	0.000936	0.999838	0.000452	0.999858	0.000289	1.000015	0.000298	0.999838	0.000183	0.999835	0.000795	0.999885	0.000417	0.999777	0.000381	0.999958	0.000479	0.999851	0.000201	0.999999	0.000817	0.999453	0.001112	0.733397
15.19	1.000365	0.000409	0.999789	0.000948	0.999830	0.000456	0.999841	0.000287	1.000019	0.000296	0.999831	0.000181	0.999848	0.000799	0.999903	0.000418	0.999774	0.000383	0.999982	0.000481	0.999852	0.000201	1.000010	0.000822	0.999510	0.001117	0.733879
15.20	1.000370	0.000409	0.999722	0.000958	0.999823	0.000463	0.999826	0.000286	1.000021	0.000293	0.999824	0.000179	0.999859	0.000805	0.999918	0.000419	0.999771	0.000383	1.000003	0.000482	0.999854	0.000201	1.000016	0.000830	0.999570	0.001121	0.734361
15.21	1.000372	0.000409	0.999660	0.000966	0.999816	0.000471	0.999812	0.000285	1.000022	0.000292	0.999818	0.000178	0.999871	0.000815	0.999931	0.000419	0.999771	0.000384	1.000021	0.000483	0.999856	0.000200	1.000015	0.000840	0.999631	0.001124	0.734841
15.22	1.000372	0.000410	0.999604	0.000971	0.999808	0.000479	0.999800	0.000285	1.000023	0.000291	0.999812	0.000176	0.999881	0.000825	0.999941	0.000419	0.999773	0.000384	1.000035	0.000482	0.999859	0.000199	1.000009	0.000851	0.999693	0.001126	0.735320
15.23	1.000370	0.000411	0.999555	0.000972	0.999801	0.000487	0.999790	0.000286	1.000023	0.000291	0.999808	0.000175	0.999890	0.000836	0.999948	0.000418	0.999776	0.000383	1.000045	0.000481	0.999862	0.000198	0.999998	0.000860	0.999755	0.001127	0.735797
15.24	1.000365	0.000413	0.999513	0.000971	0.999794	0.000493	0.999782	0.000288	1.000022	0.000292	0.999804	0.000174	0.999898	0.000846	0.999952	0.000416	0.999782	0.000382	1.000050	0.000478	0.999865	0.000197	0.999982	0.000869	0.999815	0.001127	0.736274
15.25	1.000358	0.000415	0.999480	0.000966	0.999787	0.000496	0.999776	0.000290	1.000019	0.000294	0.999802	0.000174	0.999904	0.000853	0.999953	0.000414	0.999789	0.000381	1.000051	0.000475	0.999869	0.000196	0.999961	0.000874	0.999872	0.001124	0.736749
15.26	1.000349	0.000417	0.999456	0.000959	0.999780	0.000497	0.999772	0.000292	1.000016	0.000297	0.999801	0.000174	0.999908	0.000858	0.999951	0.000412	0.999799	0.000380	1.000047	0.000471	0.999874	0.000196	0.999938	0.000877	0.999926	0.001121	0.737223
15.27	1.000338	0.000418	0.999442	0.000951	0.999772	0.000495	0.999771	0.000294	1.000012	0.000299	0.999801	0.000175	0.999911	0.000859	0.999946	0.000409	0.999810	0.000379	1.000039	0.000466	0.999879	0.000196	0.999913	0.000876	0.999975	0.001116	0.737696
15.28	1.000325	0.000419	0.999437	0.000943	0.999765	0.000490	0.999771	0.000295	1.000006	0.000302	0.999802	0.000176	0.999911	0.000857	0.999938	0.000406	0.999823	0.000379	1.000026	0.000462	0.999885	0.000196	0.999886	0.000873	1.000020	0.001110	0.738168
15.29	1.000309	0.000419	0.999441	0.000935	0.999758	0.000482	0.999773	0.000296	1.000000	0.000305	0.999805	0.000177	0.999909	0.000852	0.999927	0.000404	0.999838	0.000378	1.000008	0.000459	0.999892	0.000197	0.999860	0.000867	1.000058	0.001104	0.738638
15.30	1.000293	0.000418	0.999454	0.000928	0.999751	0.000472	0.999777	0.000297	0.999992	0.000308	0.999809	0.000178	0.999905	0.000845	0.999915	0.000402	0.999853	0.000379	0.999987	0.000457	0.999899	0.000198	0.999834	0.000860	1.000091	0.001098	0.739107
15.31	1.000274	0.000417	0.999476	0.000924	0.999745	0.000462	0.999782	0.000297	0.999983	0.000309	0.999813	0.000178	0.999899	0.000837	0.999901	0.000401	0.999869	0.000379	0.999963	0.000457	0.999907	0.000199	0.999811	0.000852	1.000117	0.001094	0.739575
15.32	1.000255	0.000416	0.999505	0.000922	0.999738	0.000452	0.999788	0.000296	0.999974	0.000310	0.999819	0.000179	0.999891	0.000829	0.999886	0.000401	0.999886	0.000380	0.999936	0.000459	0.999916	0.000201	0.999790	0.000845	1.000137	0.001091	0.740042
15.33	1.000234	0.000414	0.999540	0.000922	0.999732	0.000443	0.999796	0.000295	0.999963	0.000309	0.999826	0.000179	0.999882	0.000821	0.999869	0.000401	0.999902	0.000381	0.999906	0.000463	0.999924	0.000202	0.999773	0.000839	1.000150	0.001090	0.740508
15.34	1.000211	0.000413	0.999580	0.000923	0.999726	0.000437	0.999804	0.000293	0.999951	0.000308	0.999833	0.000178	0.999870	0.000816	0.999853	0.000403	0.999918	0.000382	0.999875	0.000468	0.999933	0.000203	0.999760	0.000835	1.000157	0.001091	0.740973
15.35	1.000188	0.000411	0.999625	0.000926	0.999720	0.000434	0.999813	0.000292	0.999938	0.000306	0.999840	0.000177	0.999857	0.000813	0.999837	0.000405	0.999934	0.000383	0.999843	0.000474	0.999942	0.000203	0.999752	0.000834	1.000158	0.001094	0.741436
15.36	1.000164	0.000410	0.999672	0.000929	0.999715	0.000435	0.999822	0.000290	0.999924	0.000303	0.999848	0.000176	0.999843	0.000813	0.999821	0.000407	0.999948	0.000383	0.999811	0.000481	0.999951	0.000203	0.999750	0.000835	1.000153	0.001099	0.741899
15.37	1.000140	0.000409	0.999719	0.000932	0.999710	0.000440	0.999831	0.000288	0.999910	0.000299	0.999856	0.000175	0.999828	0.000815	0.999806	0.000410	0.999960	0.000383	0.999780	0.000487	0.999960	0.000202	0.999753	0.000839	1.000143	0.001106	0.742360
15.38	1.000114	0.000409	0.999767	0.000935	0.999706	0.000448	0.999840	0.000287	0.999895	0.000295	0.999864	0.000173	0.999813	0.000820	0.999793	0.000412	0.999971	0.000382	0.999750	0.000493	0.999968	0.000200	0.999762	0.000845	1.000128	0.001114	0.742820
15.39	1.000088	0.000409	0.999812	0.000936	0.999702	0.000457	0.999848	0.000286	0.999880	0.000292	0.999872	0.000172	0.999797	0.000827	0.999782	0.000414	0.999980	0.000381	0.999723	0.000498	0.999976	0.000199	0.999776	0.000851	1.000109	0.001121	0.743279
15.40	1.000062	0.000409	0.999854	0.000935	0.999698	0.000468	0.999856	0.000286	0.999864	0.000289	0.999879	0.000171	0.999781	0.000834	0.999773	0.000415	0.999987	0.000379	0.999698	0.000500	0.999983	0.000197	0.999796	0.000857	1.000087	0.001128	0.743737
15.41	1.000035	0.000410	0.999892	0.000934	0.999695	0.000478	0.999862	0.000286	0.999849	0.000287	0.999885	0.000170	0.999767	0.000841	0.999766	0.000415	0.999992	0.000378	0.999677	0.000501	0.999989	0.000194	0.999820	0.000863	1.000061	0.001134	0.744194
15.42	1.000008	0.000410	0.999923	0.000932	0.999691	0.000487	0.999867	0.000286	0.999833	0.000286	0.999891	0.000169	0.999753	0.000846	0.999761	0.000415	0.999993	0.000376	0.999661	0.000500	0.999994	0.000192	0.999848	0.000866	1.000033	0.001138	0.744650
